"Espacialidades";"Estado";"Código";"Esperança de vida ao nascer 2000";"Mortalidade infantil 2000";"Taxa de analfabetismo - 15 anos ou mais 2000";"% de pobres 2000";"% de vulneráveis à pobreza 2000"
"Panelas";"PE";2610202;64,12;62,1;49,64;67,36;85,98
"Paranatama";"PE";2610301;59,87;84,25;44,69;65,78;84,94
"Parnamirim";"PE";2610400;66,49;51,32;29,44;64,76;83,45
"Passira";"PE";2610509;65,04;57,81;39,62;60,91;81,2
"Paudalho";"PE";2610608;67,85;45,63;28,66;57,94;80,52
"Paulista";"PE";2610707;72,8;27,49;8,43;23,34;48,75
"Pedra";"PE";2610806;64,05;62,46;42,31;66,5;84,11
"Pesqueira";"PE";2610905;62,7;69,08;32,07;52,58;74,41
"Petrolândia";"PE";2611002;67,43;47,35;24,3;52,01;73,53
"Petrolina";"PE";2611101;70,36;35,89;17,7;39,04;62,86
"Poção";"PE";2611200;59,82;84,55;45,04;60,82;82,31
"Pombos";"PE";2611309;67,27;48;37,39;53,18;79,47
"Primavera";"PE";2611408;65,74;54,65;33,67;64,66;84,61
"Quipapá";"PE";2611507;64,84;58,72;48,05;71,46;86,57
"Quixaba";"PE";2611533;61,78;73,83;35,96;74,12;87,92
"Recife";"PE";2611606;68,62;29,78;10,55;25,67;47,75
"Riacho das Almas";"PE";2611705;61,92;73,07;44,25;58,66;82,16
"Ribeirão";"PE";2611804;65,57;55,39;33,48;55,01;77,52
"Rio Formoso";"PE";2611903;65,84;54,2;33,78;63,94;83,36
"Sairé";"PE";2612000;64,67;59,51;42,34;57,63;81,22
"Salgadinho";"PE";2612109;64,88;58,53;40,76;60,41;84,2
"Salgueiro";"PE";2612208;69,68;38,44;23,12;51,56;74,27
"Saloá";"PE";2612307;63,34;65,9;45,26;63,98;83,54
"Sanharó";"PE";2612406;63,34;65,9;36,64;55,37;77,45
"Santa Cruz";"PE";2612455;65,05;57,74;46,15;76,65;89,58
"Santa Cruz da Baixa Verde";"PE";2612471;67,46;47,24;29,78;63,82;84,22
"Santa Cruz do Capibaribe";"PE";2612505;69,02;40,97;25,55;21,46;51,14
"Santa Filomena";"PE";2612554;65,62;55,16;41,28;78,61;91,78
"Santa Maria da Boa Vista";"PE";2612604;65,62;55,16;30,16;56,31;77,49
"Santa Maria do Cambucá";"PE";2612703;61,99;72,74;45,89;65,7;87,04
"Santa Terezinha";"PE";2612802;61,82;73,63;33,63;64,94;83,08
"São Benedito do Sul";"PE";2612901;60,9;78,55;48,49;77,1;89,82
"São Bento do Una";"PE";2613008;65,56;55,42;39,55;63,12;83,07
"São Caitano";"PE";2613107;63,34;65,9;42,64;57,17;78,88
"São João";"PE";2613206;63,34;65,9;40,25;69,84;86,54
"São Joaquim do Monte";"PE";2613305;62,65;69,36;47,57;62,94;82,69
"São José da Coroa Grande";"PE";2613404;64,1;62,2;33,52;63,86;81,61
"São José do Belmonte";"PE";2613503;67,84;45,66;35,66;68,22;85,18
"São José do Egito";"PE";2613602;67,46;47,24;28,95;53,77;78,35
"São Lourenço da Mata";"PE";2613701;67,72;46,14;22,76;46,89;72,46
"São Vicente Ferrer";"PE";2613800;64,4;60,78;41,77;66,92;83,79
"Serra Talhada";"PE";2613909;69,12;40,58;29,54;50,34;74,66
"Serrita";"PE";2614006;66,45;51,51;36,59;67,46;86,31
"Sertânia";"PE";2614105;67,43;47,35;33,57;58,44;78,68
"Sirinhaém";"PE";2614204;67,43;47,34;33,36;67,58;87,52
"Moreilândia";"PE";2614303;64,44;60,62;34,07;74;88,62
"Solidão";"PE";2614402;61,78;73,83;36,11;77,29;88,84
"Surubim";"PE";2614501;63,58;64,7;32,51;47,5;73,23
"Tabira";"PE";2614600;64,87;58,58;30,93;61,09;78,92
"Tacaimbó";"PE";2614709;65,04;57,81;44,12;61,78;84,83
"Tacaratu";"PE";2614808;60,85;78,79;35,89;69,18;85,97
"Tamandaré";"PE";2614857;62,6;69,58;37,23;65,69;84,2
"Taquaritinga do Norte";"PE";2615003;70,26;36,28;27,64;38,03;67,79
"Terezinha";"PE";2615102;63,1;67,08;45,79;77,84;91,16
"Terra Nova";"PE";2615201;66,3;52,18;28,24;52,93;75,75
"Timbaúba";"PE";2615300;65,56;55,42;28,68;55,84;78,48
"Toritama";"PE";2615409;68,66;42,35;34,62;17,38;46,64
"Tracunhaém";"PE";2615508;65,6;55,24;35,26;58,36;87,09
"Trindade";"PE";2615607;63,34;65,9;34,35;58,2;78,31
"Triunfo";"PE";2615706;70,62;34,96;22,71;52,41;77,04
"Tupanatinga";"PE";2615805;61,52;75,24;52,15;76,49;89,91
"Tuparetama";"PE";2615904;67,85;45,63;31,57;56,79;76,76
"Venturosa";"PE";2616001;64,48;60,4;35,43;57,02;80,38
"Verdejante";"PE";2616100;67,43;47,34;33,06;67,32;84,52
"Vertente do Lério";"PE";2616183;61,99;72,74;44,16;72,73;89,62
"Vertentes";"PE";2616209;66,51;51,23;38,84;52,46;76,81
"Vicência";"PE";2616308;66,45;51,51;32,9;67,18;85,23
"Vitória de Santo Antão";"PE";2616407;66,53;51,15;27,54;45,57;71,2
"Xexéu";"PE";2616506;60,06;83,2;43,94;70,02;89,85
"Água Branca";"AL";2700102;65,47;41,94;40,73;72,53;85,29
"Anadia";"AL";2700201;64,65;44,96;42,01;67,72;84,63
"Arapiraca";"AL";2700300;64,01;47,4;30,42;48,59;73,57
"Atalaia";"AL";2700409;67,08;36,38;43,51;68,1;87,2
"Barra de Santo Antônio";"AL";2700508;65,01;43,62;42,71;67,39;84,63
"Barra de São Miguel";"AL";2700607;65,97;40,18;36,17;50,72;78,48
"Batalha";"AL";2700706;62,29;54,28;42,38;65,92;83,77
"Belém";"AL";2700805;64,28;46,35;40,68;65,35;85,61
"Belo Monte";"AL";2700904;62,75;52,4;48,32;77,23;90,08
"Boca da Mata";"AL";2701001;64,85;44,22;36,49;67,38;85,08
"Branquinha";"AL";2701100;59,42;67,07;54,64;75,95;94,22
"Cacimbinhas";"AL";2701209;62,24;54,52;50,79;74,36;88,52
"Cajueiro";"AL";2701308;60,49;62,14;46,72;69,21;88,46
"Campestre";"AL";2701357;61,07;59,52;39,34;60,91;82,87
"Campo Alegre";"AL";2701407;64,85;44,22;40,57;73;89,87
"Campo Grande";"AL";2701506;63,2;50,57;53,8;79,7;90,23
"Canapi";"AL";2701605;61,48;57,74;52,64;83,63;91,21
"Capela";"AL";2701704;62,48;53,51;45,39;73,61;86,2
"Carneiros";"AL";2701803;59,52;66,63;39,43;70,42;86,35
"Chã Preta";"AL";2701902;61,48;57,74;43,38;77,6;90,43
"Coité do Nóia";"AL";2702009;63,2;50,57;46,23;74,86;90,43
"Colônia Leopoldina";"AL";2702108;60,89;60,31;41,88;64,78;83,78
"Coqueiro Seco";"AL";2702207;66,9;36,98;35,7;60,04;81,02
"Coruripe";"AL";2702306;63,28;50,26;35,63;57,58;82,42
"Craíbas";"AL";2702355;63,2;50,57;50,91;71,2;87,97
"Delmiro Gouveia";"AL";2702405;64,44;45,73;30,92;53,15;76,82
"Dois Riachos";"AL";2702504;63,06;51,11;49,31;67,99;86,24
"Estrela de Alagoas";"AL";2702553;61,6;57,22;49,06;77,62;90,58
"Feira Grande";"AL";2702603;62,53;53,29;49,85;73,61;89,18
"Feliz Deserto";"AL";2702702;66,19;39,42;42,86;72;89,19
"Flexeiras";"AL";2702801;61,48;57,73;46,48;71,81;90,56
"Girau do Ponciano";"AL";2702900;63,06;51,11;50,58;78,49;90,78
"Ibateguara";"AL";2703007;64,4;45,88;49,47;70,19;86,81
"Igaci";"AL";2703106;64,01;47,4;47,29;78,31;91,12
"Igreja Nova";"AL";2703205;66,9;36,98;48,7;76,33;90,35
"Inhapi";"AL";2703304;61,19;59;52,79;80,34;90,13
"Jacaré dos Homens";"AL";2703403;63,06;51,11;42,54;70,59;88,7
"Jacuípe";"AL";2703502;63,02;51,29;48,5;72,69;88,1
"Japaratinga";"AL";2703601;67,01;36,59;39,01;68,44;87,65
"Jaramataia";"AL";2703700;62,75;52,4;46,29;76,01;90,58
"Jequiá da Praia";"AL";2703759;64,01;47,4;42,08;70,22;88,4
"Joaquim Gomes";"AL";2703809;63,06;51,11;49,86;80,14;89,86
"Jundiá";"AL";2703908;62,85;51,98;46,51;72,46;92,22
"Junqueiro";"AL";2704005;65,43;42,1;41,34;69,49;88,83
"Lagoa da Canoa";"AL";2704104;63,04;51,22;44,62;71,51;91,57
"Limoeiro de Anadia";"AL";2704203;63,2;50,57;46,62;78,46;90,3
"Maceió";"AL";2704302;65,03;43,69;16,87;31,92;54,92
"Major Isidoro";"AL";2704401;63,06;51,11;48,67;73,53;89,19
"Maragogi";"AL";2704500;67,81;33,98;40,14;69,1;86,36
"Maravilha";"AL";2704609;64,82;44,34;44,89;79,6;94,19
"Marechal Deodoro";"AL";2704708;67,02;36,56;33,99;57,89;81,6
"Maribondo";"AL";2704807;65,61;41,44;38,29;64,56;83,19
"Mar Vermelho";"AL";2704906;65,61;41,44;39;70,84;89,18
"Mata Grande";"AL";2705002;64,21;46,61;50,01;77,34;89,37
"Matriz de Camaragibe";"AL";2705101;63,06;51,11;42,42;69,45;89,94
"Messias";"AL";2705200;63,78;48,26;38,72;66,7;86,64
"Minador do Negrão";"AL";2705309;65,3;42,57;50,69;71,18;89,01
"Monteirópolis";"AL";2705408;62,07;55,2;49,13;81,33;91,72
"Murici";"AL";2705507;61,91;55,88;43,46;69,97;88,33
"Novo Lino";"AL";2705606;58,35;72,27;48,35;54,24;76,26
"Olho D'Água das Flores";"AL";2705705;62,98;51,44;39,2;66,34;80,72
"Olho D'Água do Casado";"AL";2705804;64,01;47,4;48,27;56,74;78,82
"Olho D'Água Grande";"AL";2705903;64,21;46,61;52,53;79,22;91,77
"Olivença";"AL";2706000;59,12;68,54;46,53;83,16;93,55
"Ouro Branco";"AL";2706109;62,55;53,21;37,24;71,16;86,78
"Palestina";"AL";2706208;61,61;57,19;38,58;74,25;91,73
"Palmeira dos Índios";"AL";2706307;68;33,39;32,31;53,74;73,85
"Pão de Açúcar";"AL";2706406;64,82;44,34;41,26;74,88;85,69
"Pariconha";"AL";2706422;62,07;55,23;43,99;77,47;89,51
"Paripueira";"AL";2706448;63,52;49,3;33,12;64,49;87,35
"Passo de Camaragibe";"AL";2706505;62,07;55,2;47,77;76,57;92,16
"Paulo Jacinto";"AL";2706604;65,3;42,57;40,65;72,78;88,69
"Penedo";"AL";2706703;65,37;42,32;30,17;58,04;77,94
"Piaçabuçu";"AL";2706802;64,5;45,52;39,04;65,47;83,76
"Pilar";"AL";2706901;63,06;51,11;37,07;60,29;81,94
"Pindoba";"AL";2707008;63,86;47,98;50,29;72,37;90,43
"Piranhas";"AL";2707107;65,03;43,69;38,81;60,37;76,09
"Poço das Trincheiras";"AL";2707206;59,52;66,63;51,03;85,35;94
"Porto Calvo";"AL";2707305;65,63;41,38;39,47;70,15;88,34
"Porto de Pedras";"AL";2707404;63,06;51,11;51,8;84,98;92,33
"Porto Real do Colégio";"AL";2707503;62,07;55,23;44,36;71,61;88,95
"Quebrangulo";"AL";2707602;63,56;49,14;46,46;75,02;89,22
"Rio Largo";"AL";2707701;67,76;34,16;26,66;47,41;73,28
"Roteiro";"AL";2707800;57,46;76,84;49,53;70,69;90,37
"Santa Luzia do Norte";"AL";2707909;64,18;46,73;29,83;63,24;85,05
"Santana do Ipanema";"AL";2708006;63,3;50,16;38,73;68,71;82,49
"Santana do Mundaú";"AL";2708105;63,79;48,25;50,16;73,35;88,36
"São Brás";"AL";2708204;67,05;36,46;43,14;73,99;86,58
"São José da Laje";"AL";2708303;63,47;49,48;43,07;64,75;87,97
"São José da Tapera";"AL";2708402;59,35;67,4;50,14;82,2;92,31
"São Luís do Quitunde";"AL";2708501;66,03;39,95;46,41;69,01;88,26
"São Miguel dos Campos";"AL";2708600;68,08;33,14;30,53;53,83;75,91
"São Miguel dos Milagres";"AL";2708709;67,81;33,98;38,45;67,21;85,66
"São Sebastião";"AL";2708808;62,8;52,2;49,8;72,69;88,66
"Satuba";"AL";2708907;68,93;30,5;24,42;46,3;70,75
"Senador Rui Palmeira";"AL";2708956;60,49;62,14;49,84;81,11;92,9
"Tanque D'Arca";"AL";2709004;65,08;43,37;48,52;73,79;87,66
"Taquarana";"AL";2709103;65,15;43,11;47,48;72,04;88,89
"Teotônio Vilela";"AL";2709152;59,14;68,41;40,57;69,84;87,17
"Traipu";"AL";2709202;63,06;51,11;53,06;85,13;92,16
"União dos Palmares";"AL";2709301;64,28;46,37;43,7;62,28;82,73
"Viçosa";"AL";2709400;63,47;49,48;41,88;65,24;83,84
"Amparo de São Francisco";"SE";2800100;62,23;52,43;32,61;65,31;85,51
"Aquidabã";"SE";2800209;61,79;54,16;37,99;63,01;82,07
"Aracaju";"SE";2800308;68,72;38,95;9,95;24,73;44,87
"Arauá";"SE";2800407;64,56;43,84;34,58;63,07;85,05
"Areia Branca";"SE";2800506;68,12;32,26;33,56;63,75;83,91
"Barra dos Coqueiros";"SE";2800605;65,83;39,49;19,9;44,97;67,3
"Boquim";"SE";2800670;63,65;47,08;30,9;59,99;81,55
"Brejo Grande";"SE";2800704;60,46;59,59;37,04;72,48;90,29
"Campo do Brito";"SE";2801009;69,77;27,54;37,69;51,46;76,37
"Canhoba";"SE";2801108;61,79;54,16;36,63;71,86;89,36
"Canindé de São Francisco";"SE";2801207;62,23;52,43;42,25;62,63;83,39
"Capela";"SE";2801306;62,74;50,48;35,9;65,66;83,1
"Carira";"SE";2801405;64,7;43,34;44,14;55,5;84,28
"Carmópolis";"SE";2801504;66,05;38,76;22,46;53,52;78,41
"Cedro de São João";"SE";2801603;66,05;38,76;24,2;48,14;72,44
"Cristinápolis";"SE";2801702;62,17;52,67;41,82;70,41;87,7
"Cumbe";"SE";2801900;64,72;43,28;32,38;71,32;88,84
"Divina Pastora";"SE";2802007;64,7;43,34;25,99;62,9;85,92
"Estância";"SE";2802106;65,83;39,49;23,81;52,92;77,46
"Feira Nova";"SE";2802205;63,79;46,59;37,79;71;87,7
"Frei Paulo";"SE";2802304;65,83;39,49;35,04;56,64;78,96
"Gararu";"SE";2802403;64,54;43,91;40,93;69,58;87,43
"General Maynard";"SE";2802502;65,14;41,84;26,83;48,7;83,66
"Gracho Cardoso";"SE";2802601;62,23;52,43;34,45;60,55;85,34
"Ilha das Flores";"SE";2802700;61,35;55,91;32,5;71,88;88,87
"Indiaroba";"SE";2802809;62,74;50,48;38,26;73,05;90,74
"Itabaiana";"SE";2802908;67,9;32,93;29,89;40,72;68,23
"Itabaianinha";"SE";2803005;62,71;50,59;38,81;63,88;84,89
"Itabi";"SE";2803104;64,72;43,28;39,19;66,01;82,94
"Itaporanga D'Ajuda";"SE";2803203;65,14;41,84;34,9;60,17;83,41
"Japaratuba";"SE";2803302;63,79;46,59;28,26;58,61;81,12
"Japoatã";"SE";2803401;63,79;46,59;37,67;66,53;85,74
"Lagarto";"SE";2803500;63,65;47,08;32,52;54,15;77,17
"Laranjeiras";"SE";2803609;63,65;47,08;24,21;59,88;84,08
"Macambira";"SE";2803708;66,05;38,76;36,5;57,96;81,99
"Malhada dos Bois";"SE";2803807;62,74;50,48;32,16;63,76;87,33
"Malhador";"SE";2803906;64,54;43,91;31,56;60,38;81,37
"Maruim";"SE";2804003;64,56;43,84;23,7;55,8;79,63
"Moita Bonita";"SE";2804102;70,33;26,02;34,27;56,85;78,18
"Monte Alegre de Sergipe";"SE";2804201;61,79;54,16;41,66;69,8;86,82
"Muribeca";"SE";2804300;63,65;47,08;32,14;66,37;85,54
"Neópolis";"SE";2804409;61,55;55,12;31,62;63,75;80,98
"Nossa Senhora Aparecida";"SE";2804458;63,65;47,08;47,42;66,09;85,36
"Nossa Senhora da Glória";"SE";2804508;62,17;52,67;35,2;57,96;78,6
"Nossa Senhora das Dores";"SE";2804607;64,54;43,91;34,34;61,16;81,18
"Nossa Senhora de Lourdes";"SE";2804706;61,35;55,91;37,58;46,88;72,69
"Nossa Senhora do Socorro";"SE";2804805;66,67;36,75;14,64;41,9;71,91
"Pacatuba";"SE";2804904;63,79;46,59;37,38;76,65;90,54
"Pedra Mole";"SE";2805000;62,71;50,59;38,43;54,36;80,05
"Pedrinhas";"SE";2805109;62,17;52,67;34,43;72,33;87,25
"Pinhão";"SE";2805208;62,3;52,18;41,05;60,05;81,99
"Pirambu";"SE";2805307;63,79;46,59;26,58;62,25;82,18
"Poço Redondo";"SE";2805406;62,61;50,99;46,87;76,59;91,31
"Poço Verde";"SE";2805505;63,79;46,59;37,94;62,04;83,22
"Porto da Folha";"SE";2805604;61,55;55,12;37,28;75,11;90,1
"Propriá";"SE";2805703;66,67;36,75;24,84;45,24;72,56
"Riachão do Dantas";"SE";2805802;63,65;47,08;42,85;67,92;89,26
"Riachuelo";"SE";2805901;65,14;41,84;23,47;57,35;80,32
"Ribeirópolis";"SE";2806008;65,14;41,84;34,31;51,93;75,14
"Rosário do Catete";"SE";2806107;62,61;50,99;22,43;54,49;76,38
"Salgado";"SE";2806206;64,56;43,84;34,18;63,82;83,9
"Santa Luzia do Itanhy";"SE";2806305;62,71;50,59;45,74;78,42;93,87
"Santana do São Francisco";"SE";2806404;60,74;58,42;33,11;70,81;86,54
"Santa Rosa de Lima";"SE";2806503;64,72;43,28;36,43;67,18;82,92
"Santo Amaro das Brotas";"SE";2806602;66,67;36,75;26,56;62,21;80,33
"São Cristóvão";"SE";2806701;68,12;32,26;18,43;43,74;69,01
"São Domingos";"SE";2806800;62,61;50,99;39,4;57,25;85,13
"São Francisco";"SE";2806909;63,79;46,59;35,84;60,45;82,13
"São Miguel do Aleixo";"SE";2807006;64,54;43,91;41,55;67,83;87,7
"Simão Dias";"SE";2807105;63,65;47,08;35,22;60,96;82,17
"Siriri";"SE";2807204;64,7;43,34;29,82;61,07;78,07
"Telha";"SE";2807303;59,91;61,91;33,97;70,02;88,95
"Tobias Barreto";"SE";2807402;59,37;64,26;35,07;55,99;79,58
"Tomar do Geru";"SE";2807501;62,17;52,67;41,18;77,33;91,54
"Umbaúba";"SE";2807600;60,46;59,59;35,19;60,23;82,4
"Abaíra";"BA";2900108;67,91;32,89;23,14;51,44;77,76
"Abaré";"BA";2900207;63,5;47,63;31,77;62,76;84,86
"Acajutiba";"BA";2900306;60,82;58,09;30,69;65,46;82,26
"Adustina";"BA";2900355;60,05;61,33;45,5;62,36;81,7
"Água Fria";"BA";2900405;62,63;50,89;40;74,62;90,59
"Érico Cardoso";"BA";2900504;65,2;41,62;44,73;67,89;86,16
"Aiquara";"BA";2900603;62,65;50,83;32,55;59,49;78,99
"Alagoinhas";"BA";2900702;65,34;41,13;14,38;38,4;60,96
"Alcobaça";"BA";2900801;62,86;50,02;30,34;46,95;73,9
"Almadina";"BA";2900900;64,41;44,35;34,62;66,24;86,15
"Amargosa";"BA";2901007;64,93;42,54;27,95;48,38;73,08
"Amélia Rodrigues";"BA";2901106;65,37;41,04;17,33;47,81;74,36
"América Dourada";"BA";2901155;62,05;53,16;31,12;70,32;88,88
"Anagé";"BA";2901205;63,94;46,02;39,39;69,9;89,35
"Andaraí";"BA";2901304;63,43;47,88;35,66;71,79;85,54
"Andorinha";"BA";2901353;61,75;54,33;39,59;64,67;85,05
"Angical";"BA";2901403;66,2;38,27;31,45;65,1;87,04
"Anguera";"BA";2901502;62,75;50,43;25,88;66,17;85,88
"Antas";"BA";2901601;61,99;53,37;30,48;54,95;77,63
"Antônio Cardoso";"BA";2901700;66,65;36,81;34,33;66,23;87,39
"Antônio Gonçalves";"BA";2901809;62,59;51,06;27,86;66,97;85,58
"Aporá";"BA";2901908;64,41;44,35;38,22;66,29;85,22
"Apuarema";"BA";2901957;63,97;45,93;38,07;71,34;88,62
"Aracatu";"BA";2902005;64,68;43,41;40,11;64,38;84,86
"Araças";"BA";2902054;61,99;53,37;31,78;74,97;90,6
"Araci";"BA";2902104;61,21;56,49;44,32;75,92;90,24
"Aramari";"BA";2902203;63,27;48,48;31,05;61,72;78,73
"Arataca";"BA";2902252;63,23;48,62;39,5;67,99;86,35
"Aratuípe";"BA";2902302;62,86;50,02;35,31;68,74;87,32
"Aurelino Leal";"BA";2902401;62,55;51,19;37,04;75,02;89,2
"Baianópolis";"BA";2902500;62,34;52,02;40,93;71,18;87,53
"Baixa Grande";"BA";2902609;66,91;35,98;28,89;65,82;84,8
"Banzaê";"BA";2902658;63,43;47,88;37,29;67,89;85,78
"Barra";"BA";2902708;64,03;45,71;34,93;75,29;88,67
"Barra da Estiva";"BA";2902807;66,55;37,16;30,86;54,65;83,43
"Barra do Choça";"BA";2902906;63,5;47,63;35,68;61,95;90,81
"Barra do Mendes";"BA";2903003;64,84;42,86;20,13;59,82;80,14
"Barra do Rocha";"BA";2903102;59,2;65;38,85;70,07;88,36
"Barreiras";"BA";2903201;67,32;34,71;15,5;33,91;60,22
"Barro Alto";"BA";2903235;62,59;51,06;21,9;61,33;82,53
"Barrocas";"BA";2903276;64,85;42,81;28,48;67,4;86,29
"Barro Preto";"BA";2903300;61,92;53,66;29,37;59,62;85,47
"Belmonte";"BA";2903409;63,27;48,48;30,6;55,2;77,85
"Belo Campo";"BA";2903508;64,87;42,75;33,15;52,39;77,43
"Biritinga";"BA";2903607;61,21;56,49;36,23;71,02;87,51
"Boa Nova";"BA";2903706;63,89;46,22;43,01;77,93;90,8
"Boa Vista do Tupim";"BA";2903805;63,55;47,46;35,91;74,08;88,78
"Bom Jesus da Lapa";"BA";2903904;63,74;46,77;26,2;56,28;75,87
"Bom Jesus da Serra";"BA";2903953;63,89;46,22;38,58;74,81;92,3
"Boninal";"BA";2904001;67,51;34,11;30,08;61,19;79,77
"Bonito";"BA";2904050;58,13;69,84;26,79;59,17;88,04
"Boquira";"BA";2904100;66,54;37,18;32,91;63,55;83,69
"Botuporã";"BA";2904209;66,53;37,21;33,75;75,49;88
"Brejões";"BA";2904308;65,76;39,74;30,57;52,14;79,32
"Brejolândia";"BA";2904407;66,81;36,3;31,97;69,85;85,97
"Brotas de Macaúbas";"BA";2904506;63,94;46,02;25,51;74,6;86,25
"Brumado";"BA";2904605;67,12;35,33;23,58;45,61;69,89
"Buerarema";"BA";2904704;62,83;50,13;30,41;61,36;82,23
"Buritirama";"BA";2904753;64,03;45,71;36,08;80,53;92,72
"Caatiba";"BA";2904803;63,89;46,22;33,54;73,25;92,77
"Cabaceiras do Paraguaçu";"BA";2904852;62,86;50,02;38,17;70,32;88,23
"Cachoeira";"BA";2904902;65,51;40,57;21,9;51,52;75,77
"Caculé";"BA";2905008;68,53;31,05;25,66;54,28;74,84
"Caém";"BA";2905107;59,07;65,59;33,42;70,39;87,77
"Caetanos";"BA";2905156;63,89;46,22;37,25;67,87;83,04
"Caetité";"BA";2905206;68,53;31,05;31,51;61,51;82,07
"Cafarnaum";"BA";2905305;61,68;54,59;28,95;63,09;83,02
"Cairu";"BA";2905404;66,65;36,81;28,59;59,95;81,8
"Caldeirão Grande";"BA";2905503;63,31;48,34;31,8;73,9;91,1
"Camacan";"BA";2905602;63,08;49,21;29,04;58,12;76,74
"Camaçari";"BA";2905701;67,45;34,32;12,35;38,73;64,6
"Camamu";"BA";2905800;66,62;36,91;39,35;69,84;86,47
"Campo Alegre de Lourdes";"BA";2905909;63,88;46,26;37,59;58,55;78,99
"Campo Formoso";"BA";2906006;62,63;50,89;33,3;65,17;83,79
"Canápolis";"BA";2906105;65,21;41,57;34,2;66,87;87,05
"Canarana";"BA";2906204;61,68;54,59;23,92;59,96;80,03
"Canavieiras";"BA";2906303;65,05;42,13;27,48;52,13;77,74
"Candeal";"BA";2906402;64,85;42,81;32,06;66,61;84,62
"Candeias";"BA";2906501;66,06;38,73;13,53;39,95;63,64
"Candiba";"BA";2906600;67,91;32,89;33,29;65,14;87,35
"Cândido Sales";"BA";2906709;64,87;42,75;33,34;50,93;76,98
"Cansanção";"BA";2906808;61,71;54,5;39,77;76,98;90,45
"Canudos";"BA";2906824;60,34;60,08;34,52;67,67;87,81
"Capela do Alto Alegre";"BA";2906857;65,37;41,04;36,89;54,26;77,36
"Capim Grosso";"BA";2906873;62,05;53,13;28,96;53,99;76,73
"Caraíbas";"BA";2906899;63,31;48,34;38,67;69,27;86,35
"Caravelas";"BA";2906907;64,79;43,01;31,63;54,53;76,95
"Cardeal da Silva";"BA";2907004;60,81;58,11;31,92;72,67;86,77
"Carinhanha";"BA";2907103;64,03;45,71;36,98;70,22;86,88
"Casa Nova";"BA";2907202;61,66;54,66;32,27;59,66;83,99
"Castro Alves";"BA";2907301;66,87;36,1;30,53;64;82,44
"Catolândia";"BA";2907400;65,79;39,64;33,08;63,19;83,09
"Catu";"BA";2907509;65,72;39,85;15,2;42,97;66,5
"Caturama";"BA";2907558;63,94;46,02;33,53;70,82;87,25
"Central";"BA";2907608;60,39;59,87;26,64;64,02;85,16
"Chorrochó";"BA";2907707;63,93;46,06;32,23;73,08;88,79
"Cícero Dantas";"BA";2907806;60,2;60,66;39,54;58,63;81,33
"Cipó";"BA";2907905;62,55;51,19;33,21;60,91;80,79
"Coaraci";"BA";2908002;66,35;37,79;29,94;61,01;80,97
"Cocos";"BA";2908101;65,34;41,13;34,05;64,29;83,75
"Conceição da Feira";"BA";2908200;63,93;46,06;20,96;54,6;79,89
"Conceição do Almeida";"BA";2908309;65,34;41,13;30,3;55,53;83,67
"Conceição do Coité";"BA";2908408;62,13;52,84;27,94;60,7;81,56
"Conceição do Jacuípe";"BA";2908507;65,21;41,58;18,95;43,93;70,59
"Conde";"BA";2908606;62,71;50,61;36,07;66,82;84,18
"Condeúba";"BA";2908705;65,81;39,58;35,28;61,9;82,52
"Contendas do Sincorá";"BA";2908804;61,19;56,56;32,22;60,55;82,48
"Coração de Maria";"BA";2908903;63,45;47,81;29,64;64,07;84,04
"Cordeiros";"BA";2909000;65,23;41,52;39,33;59,41;82,12
"Coribe";"BA";2909109;65,37;41,04;32,91;73,72;89,22
"Coronel João Sá";"BA";2909208;61,66;54,66;55,17;75,43;89,4
"Correntina";"BA";2909307;65,21;41,57;32,66;59,02;80,45
"Cotegipe";"BA";2909406;63,74;46,77;38,82;66,8;86,21
"Cravolândia";"BA";2909505;65,78;39,66;34,98;68,05;87,01
"Crisópolis";"BA";2909604;63,43;47,88;41,89;65,74;83,84
"Cristópolis";"BA";2909703;64,39;44,42;38,09;67,21;85,94
"Cruz das Almas";"BA";2909802;67,32;34,71;16,83;38,93;69,33
"Curaçá";"BA";2909901;63,88;46,26;32,31;60,54;82,27
"Dário Meira";"BA";2910008;63,45;47,81;44,44;80,05;90,16
"Dias D'Ávila";"BA";2910057;67,93;32,83;12,16;36,41;65,67
"Dom Basílio";"BA";2910107;65,2;41,62;30,05;55,67;79,75
"Dom Macedo Costa";"BA";2910206;65,05;42,12;27,74;55,81;79,48
"Elísio Medrado";"BA";2910305;66,13;38,5;29,61;52,33;78,72
"Encruzilhada";"BA";2910404;66,12;38,54;43,03;58,94;87,23
"Entre Rios";"BA";2910503;64,84;42,86;27,54;60,2;81,37
"Esplanada";"BA";2910602;61,66;54,66;29,99;67,08;83,32
"Euclides da Cunha";"BA";2910701;62,77;50,36;36,08;63,41;83,11
"Eunápolis";"BA";2910727;65,34;41,13;20,51;36,71;63,31
"Fátima";"BA";2910750;59,23;64,86;43,94;61,33;85,38
"Feira da Mata";"BA";2910776;64,03;45,71;29,28;58,58;79,42
"Feira de Santana";"BA";2910800;67,93;32,83;13,81;35,88;59,47
"Filadélfia";"BA";2910859;61,59;54,96;31,38;75,67;91,25
"Firmino Alves";"BA";2910909;65,78;39,66;34,39;57,33;78,33
"Floresta Azul";"BA";2911006;66,13;38,51;31,33;61,62;81,62
"Formosa do Rio Preto";"BA";2911105;64,3;44,73;32,98;70,99;84,16
