"Espacialidades";"Estado";"Código";"Esperança de vida ao nascer 2010";"Mortalidade infantil 2010";"Taxa de analfabetismo - 15 anos ou mais 2010";"% de pobres 2010";"% de vulneráveis à pobreza 2010"
"Floresta Azul";"BA";2911006;68,88;30,9;28,97;38,11;67,86
"Formosa do Rio Preto";"BA";2911105;70,8;25;22,33;42,96;65,17
"Gandu";"BA";2911204;71,26;23,7;22,83;30,27;54,39
"Gavião";"BA";2911253;69,79;28;26,28;27,21;61,09
"Gentio do Ouro";"BA";2911303;69,57;28,7;25,45;49,39;74,08
"Glória";"BA";2911402;71,51;23;28,1;38,55;64,95
"Gongogi";"BA";2911501;71,37;23,4;28,44;40,1;70,34
"Governador Mangabeira";"BA";2911600;70,26;26,6;17,45;30,73;61,65
"Guajeru";"BA";2911659;71,2;23,9;29,89;36,12;62,8
"Guanambi";"BA";2911709;72,33;20,8;15,42;18,63;44,59
"Guaratinga";"BA";2911808;70,95;24,6;34,47;40,97;67,07
"Heliópolis";"BA";2911857;69,88;27,8;31,96;44,3;68,99
"Iaçu";"BA";2911907;66,81;38,2;24,99;43,94;68,49
"Ibiassucê";"BA";2912004;72,32;20,8;20,99;21,91;53
"Ibicaraí";"BA";2912103;70,81;25;21,5;32,19;59,9
"Ibicoara";"BA";2912202;68,86;31;16,31;31,21;64,08
"Ibicuí";"BA";2912301;71,78;22,3;25,6;34,67;64,73
"Ibipeba";"BA";2912400;69,61;28,6;18,16;43,23;67,21
"Ibipitanga";"BA";2912509;70,42;26,1;28,1;47,05;69,31
"Ibiquera";"BA";2912608;71,28;23,6;30,06;52,54;74,43
"Ibirapitanga";"BA";2912707;69,87;27,8;31,91;45,03;68,81
"Ibirapuã";"BA";2912806;71,43;23,2;23,09;20,97;47,14
"Ibirataia";"BA";2912905;72,33;20,8;28,88;36,2;65,46
"Ibitiara";"BA";2913002;69,61;28,6;23,22;46,3;67,78
"Ibititá";"BA";2913101;69,82;28;22,73;44,22;67,19
"Ibotirama";"BA";2913200;71,78;22,3;17,98;34,56;60,34
"Ichu";"BA";2913309;71,23;23,8;14,24;34,31;56,78
"Igaporã";"BA";2913408;70,98;24,5;20,39;31,73;63,1
"Igrapiúna";"BA";2913457;72,32;20,8;24,49;44,16;67,88
"Iguaí";"BA";2913507;72,18;21,2;30,23;43,17;71,63
"Ilhéus";"BA";2913606;73,47;18;12,48;19,66;44,4
"Inhambupe";"BA";2913705;70,43;26,1;25,56;44,31;70,37
"Ipecaetá";"BA";2913804;71,53;23;26,23;52,76;75,47
"Ipiaú";"BA";2913903;72,74;19,8;19,91;29,68;55,6
"Ipirá";"BA";2914000;69,89;27,7;27,48;38,41;65,73
"Ipupiara";"BA";2914109;69,16;30;15,88;40,28;64,1
"Irajuba";"BA";2914208;71,57;22,8;27,82;44,78;71,07
"Iramaia";"BA";2914307;69,37;29,4;24,32;44,26;73,4
"Iraquara";"BA";2914406;69,95;27,6;17,72;53,66;75,58
"Irará";"BA";2914505;73,53;17,8;23,27;33,95;59,51
"Irecê";"BA";2914604;71,53;23;13,4;25,5;51,43
"Itabela";"BA";2914653;70,08;27,2;25,74;31,39;61,76
"Itaberaba";"BA";2914703;71,12;24,1;17,96;29,19;55,64
"Itabuna";"BA";2914802;73,42;18,1;10,38;17,09;39,61
"Itacaré";"BA";2914901;73,42;18,1;23;36,47;63,53
"Itaeté";"BA";2915007;68,15;33,4;26,32;50,94;71,46
"Itagi";"BA";2915106;66,62;38,9;30,77;43,38;70,25
"Itagibá";"BA";2915205;71,2;23,9;26,51;35,8;64,28
"Itagimirim";"BA";2915304;74,24;16,2;27,89;30,72;59,25
"Itaguaçu da Bahia";"BA";2915353;69,42;29,2;28,72;44,7;73,29
"Itaju do Colônia";"BA";2915403;68,45;32,4;25,65;37,65;65,38
"Itajuípe";"BA";2915502;70,52;25,8;21,8;28,49;55,78
"Itamaraju";"BA";2915601;71,04;24,3;22,11;25,14;53,86
"Itamari";"BA";2915700;67,77;34,7;28,21;32,85;57,45
"Itambé";"BA";2915809;69,99;27,4;24,74;23,04;54,57
"Itanagra";"BA";2915908;72,73;19,8;24,56;48,74;73,21
"Itanhém";"BA";2916005;72,41;20,6;24,82;27,57;58,65
"Itaparica";"BA";2916104;74,56;15,4;7,58;28,32;57,48
"Itapé";"BA";2916203;70,66;25,4;23,21;34,17;64,47
"Itapebi";"BA";2916302;68,08;33,6;29,64;36,38;64,18
"Itapetinga";"BA";2916401;72,39;20,7;14,89;12,26;37,82
"Itapicuru";"BA";2916500;67,63;35,2;38,52;57,29;79,06
"Itapitanga";"BA";2916609;70,81;25;25,68;36,57;72,55
"Itaquara";"BA";2916708;70,75;25,2;33,8;51,57;75,31
"Itarantim";"BA";2916807;70,93;24,6;23,03;27,65;58,82
"Itatim";"BA";2916856;71,93;21,8;23,32;40,67;66,54
"Itiruçu";"BA";2916906;70,7;25,3;24,52;33,21;62,16
"Itiúba";"BA";2917003;71,47;23,1;26,55;54,5;76,01
"Itororó";"BA";2917102;69,31;29,5;24,37;22,06;55,42
"Ituaçu";"BA";2917201;71,22;23,8;25,8;42,66;65,97
"Ituberá";"BA";2917300;71,11;24,1;20,38;32,72;60,31
"Iuiú";"BA";2917334;69,37;29,4;25,99;39,17;68,49
"Jaborandi";"BA";2917359;72,44;20,5;25,57;48,92;68,07
"Jacaraci";"BA";2917409;69,48;29;25,82;35,25;59,22
"Jacobina";"BA";2917508;71,29;23,6;17,56;28,66;53,24
"Jaguaquara";"BA";2917607;69,81;28;26,78;32,3;63,91
"Jaguarari";"BA";2917706;73,33;18,3;18,1;36,44;55,87
"Jaguaripe";"BA";2917805;70,8;25;28,35;47,49;72,51
"Jandaíra";"BA";2917904;69,93;27,6;27,29;54,92;79,75
"Jequié";"BA";2918001;72,42;21,76;15,88;22,48;50,24
"Jeremoabo";"BA";2918100;66,36;39,9;32;43,67;67,29
"Jiquiriçá";"BA";2918209;70,75;25,2;22,6;42,59;68,44
"Jitaúna";"BA";2918308;67,25;36,6;29,72;42,15;68,99
"João Dourado";"BA";2918357;67,52;35,6;20,67;40,96;68,4
"Juazeiro";"BA";2918407;72,76;20,11;13,35;21,56;49,09
"Jucuruçu";"BA";2918456;70,08;27,2;32,04;53,18;76,54
"Jussara";"BA";2918506;68,21;33,2;25,77;45,97;69,62
"Jussari";"BA";2918555;66,93;37,8;29,42;37,14;64,88
"Jussiape";"BA";2918605;69,17;30;25,07;24,82;51,09
"Lafaiete Coutinho";"BA";2918704;71,26;23,7;26,98;38,48;66,92
"Lagoa Real";"BA";2918753;70,82;25;23,83;43,89;72,75
"Laje";"BA";2918803;70,85;24,9;27,44;43,59;70,26
"Lajedão";"BA";2918902;71,68;22,5;24,18;21,7;54,45
"Lajedinho";"BA";2919009;70,2;26,8;27,58;56,72;77,38
"Lajedo do Tabocal";"BA";2919058;70,85;24,9;29,36;45,4;71,11
"Lamarão";"BA";2919108;69,79;28;32,78;53,56;79,81
"Lapão";"BA";2919157;70,27;26,6;20,99;47,08;69,85
"Lauro de Freitas";"BA";2919207;74,61;15,13;4,93;11,45;30,32
"Lençóis";"BA";2919306;71,51;23;18,65;39,34;64,21
"Licínio de Almeida";"BA";2919405;71,49;23,1;22,9;29,59;58,63
"Livramento de Nossa Senhora";"BA";2919504;72,6;20,1;21,15;35,73;60,86
"Luís Eduardo Magalhães";"BA";2919553;74,53;15,5;7,27;10,52;31,29
"Macajuba";"BA";2919603;71,81;22,2;27,76;54,31;78,56
"Macarani";"BA";2919702;71,94;21,8;27,5;23,98;55,19
"Macaúbas";"BA";2919801;72,43;20,6;26,44;44,17;69,06
"Macururé";"BA";2919900;69,9;27,7;25,77;47,59;72,01
"Madre de Deus";"BA";2919926;72,64;20;5,26;22,34;41,88
"Maetinga";"BA";2919959;70,07;27,2;32,92;33,28;63,04
"Maiquinique";"BA";2920007;66,4;39,8;26,79;27,36;62
"Mairi";"BA";2920106;69,63;28,6;24,09;39,5;63,31
"Malhada";"BA";2920205;69,02;30,5;24,31;44,63;72,1
"Malhada de Pedras";"BA";2920304;69,83;27,9;26,09;39,63;64,43
"Manoel Vitorino";"BA";2920403;69,48;29;27,81;46,92;71,79
"Mansidão";"BA";2920452;70,12;27;17,54;55,1;77,07
"Maracás";"BA";2920502;69,8;28;24,62;39,19;62,8
"Maragogipe";"BA";2920601;72,58;20,2;22,75;42,63;67,41
"Maraú";"BA";2920700;73,08;18,9;25,44;44,19;68,29
"Marcionílio Souza";"BA";2920809;69,24;29,8;30,6;48,41;73,08
"Mascote";"BA";2920908;69,64;28,5;30,47;46,08;71,09
"Mata de São João";"BA";2921005;74,09;16,5;11,56;23,45;49,32
"Matina";"BA";2921054;69,37;29,4;31,97;39,62;70,63
"Medeiros Neto";"BA";2921104;71,61;22,7;24,08;27,86;55,74
"Miguel Calmon";"BA";2921203;69,69;28,4;20,42;43,1;66,73
"Milagres";"BA";2921302;72,32;20,8;22,25;33,35;60,09
"Mirangaba";"BA";2921401;66,12;40,8;25,45;50,34;76,2
"Mirante";"BA";2921450;68,33;32,8;30,18;49,79;72,61
"Monte Santo";"BA";2921500;66,96;37,6;35,57;55,01;75,76
"Morpará";"BA";2921609;68,9;30,9;27,64;50,91;72,53
"Morro do Chapéu";"BA";2921708;70,98;24,5;22;43,04;71,85
"Mortugaba";"BA";2921807;71,28;23,6;26,49;26,65;52,91
"Mucugê";"BA";2921906;72,2;21,2;19,83;35,14;60,65
"Mucuri";"BA";2922003;73,05;19;18,26;22,95;44,93
"Mulungu do Morro";"BA";2922052;70,18;26,8;20,41;49,91;74,75
"Mundo Novo";"BA";2922102;72,43;20,6;22,88;41,77;70,43
"Muniz Ferreira";"BA";2922201;70,64;25,5;22,54;33,95;62,97
"Muquém de São Francisco";"BA";2922250;70,63;25,5;25,28;59,01;79,66
"Muritiba";"BA";2922300;72,74;19,8;16,84;26,53;54,79
"Mutuípe";"BA";2922409;70,08;27,2;23,48;40,5;63,71
"Nazaré";"BA";2922508;71,64;22,6;18,43;34,19;58,61
"Nilo Peçanha";"BA";2922607;70,72;25,3;26,29;48,88;73,99
"Nordestina";"BA";2922656;69,58;28,7;29,46;54,61;77,06
"Nova Canaã";"BA";2922706;72,35;20,8;31,43;36,62;67
"Nova Fátima";"BA";2922730;69,26;29,7;23,62;28,65;59,53
"Nova Ibiá";"BA";2922755;67,86;34,4;29,01;31,18;61,06
"Nova Itarana";"BA";2922805;68,73;31,4;30,56;55,04;77,62
"Nova Redenção";"BA";2922854;68,36;32,7;27,15;46,88;70,03
"Nova Soure";"BA";2922904;67,71;34,9;31,39;50,39;71,88
"Nova Viçosa";"BA";2923001;71,77;22,3;19,02;26,17;53
"Novo Horizonte";"BA";2923035;70,42;26,1;21,94;46,08;67,16
"Novo Triunfo";"BA";2923050;71,15;24;23,28;51,25;78,47
"Olindina";"BA";2923100;73,6;17,6;29,11;52,64;72,9
"Oliveira dos Brejinhos";"BA";2923209;69,81;28;22,08;47,07;75,27
"Ouriçangas";"BA";2923308;71,74;22,4;26,9;32,58;62,34
"Ourolândia";"BA";2923357;67,03;37,4;27,85;44,6;72,25
"Palmas de Monte Alto";"BA";2923407;71,61;22,7;28,42;41,14;60,42
"Palmeiras";"BA";2923506;71,91;21,9;17,81;38,11;62,05
"Paramirim";"BA";2923605;71,53;22,9;20,02;30,95;55,64
"Paratinga";"BA";2923704;71,46;23,1;24,28;51,6;77,49
"Paripiranga";"BA";2923803;68,02;33,8;28,07;46,78;68,06
"Pau Brasil";"BA";2923902;68,6;31,9;28,19;41,5;64,94
"Paulo Afonso";"BA";2924009;72,34;20,8;16,69;22,69;44,41
"Pé de Serra";"BA";2924058;71,74;22,4;24,36;35,54;63,14
"Pedrão";"BA";2924108;71,5;23;21,88;44,72;73,07
"Pedro Alexandre";"BA";2924207;71,68;22,6;40,96;56,17;81,55
"Piatã";"BA";2924306;71,16;24;23,74;46,46;68,57
"Pilão Arcado";"BA";2924405;69,19;29,9;30,09;55,56;76,67
"Pindaí";"BA";2924504;71,64;22,7;23,8;31,53;59,58
"Pindobaçu";"BA";2924603;70,4;26,2;24,68;46,36;72,26
"Pintadas";"BA";2924652;70,92;24,7;24,03;34,7;57,52
"Piraí do Norte";"BA";2924678;70,72;25,3;26,18;42,52;67,07
"Piripá";"BA";2924702;71,1;24,2;25,41;41,13;67,78
"Piritiba";"BA";2924801;70,61;25,6;21,63;42,43;68,21
"Planaltino";"BA";2924900;67,45;35,9;32,24;42,02;68,36
"Planalto";"BA";2925006;69,25;29,8;29,46;37,1;65,54
"Poções";"BA";2925105;72,85;19,5;26,93;38,45;65,88
"Pojuca";"BA";2925204;74,14;16,4;9,32;21,62;45,37
"Ponto Novo";"BA";2925253;70,7;25,3;25,44;42,69;71,76
"Porto Seguro";"BA";2925303;73,05;19;11,98;19,78;45,99
"Potiraguá";"BA";2925402;70,23;26,7;22,35;27,83;60,84
"Prado";"BA";2925501;72,03;21,6;19,9;29,81;56,17
"Presidente Dutra";"BA";2925600;68,77;31,3;15,42;41,11;68,1
"Presidente Jânio Quadros";"BA";2925709;71,29;23,6;34,02;49,92;72,07
"Presidente Tancredo Neves";"BA";2925758;68,63;31,8;29,15;42,47;69,14
"Queimadas";"BA";2925808;70,84;24,9;23,61;43,24;69,22
"Quijingue";"BA";2925907;66,36;39,9;34,47;50,84;74,91
"Quixabeira";"BA";2925931;70,19;26,8;30,83;44,39;68,09
"Rafael Jambeiro";"BA";2925956;71,06;24,3;29,78;45,52;70,55
"Remanso";"BA";2926004;70,41;26,2;27,45;42,6;64,7
"Retirolândia";"BA";2926103;71,36;23,4;19,21;31,79;63,18
"Riachão das Neves";"BA";2926202;71,73;22,4;30,16;47,3;71,93
"Riachão do Jacuípe";"BA";2926301;70,29;26,5;17,98;28,11;59,12
"Riacho de Santana";"BA";2926400;70,82;25;27,54;43;67,22
"Ribeira do Amparo";"BA";2926509;66,66;38,8;35,59;55,7;79,5
"Ribeira do Pombal";"BA";2926608;67,25;36,6;26,34;34,79;60,05
"Ribeirão do Largo";"BA";2926657;70,54;25,8;30,96;34,6;63,84
"Rio de Contas";"BA";2926707;71,01;24,4;20,04;32,97;60,8
"Rio do Antônio";"BA";2926806;69,38;29,3;28,44;39,43;65,06
"Rio do Pires";"BA";2926905;71;24,4;27,34;36,17;60,85
"Rio Real";"BA";2927002;68,74;31,4;24,43;41,6;67,97
"Rodelas";"BA";2927101;72,41;20,6;22,16;43,13;68,8
"Ruy Barbosa";"BA";2927200;71,18;23,9;22,69;39,83;63,89
"Salinas da Margarida";"BA";2927309;68,74;31,4;12,04;41,93;67,3
"Salvador";"BA";2927408;75,1;14,92;3,97;11,35;30,24
"Santa Bárbara";"BA";2927507;71,5;23;22,23;43,86;71,69
"Santa Brígida";"BA";2927606;67,58;35,4;34,08;51,75;73,42
"Santa Cruz Cabrália";"BA";2927705;72,03;21,6;15,81;35,33;57,67
"Santa Cruz da Vitória";"BA";2927804;72,17;21,2;24,61;40,13;67,37
"Santa Inês";"BA";2927903;67,25;36,6;28,26;36,1;66,11
"Santaluz";"BA";2928000;70,82;25;23,37;38,74;68,54
"Santa Luzia";"BA";2928059;71,07;24,2;29,89;35,7;65,79
"Santa Maria da Vitória";"BA";2928109;70,49;25,9;23,97;34,68;63,18
"Santana";"BA";2928208;71,58;22,8;25,72;38,45;63,38
"Santanópolis";"BA";2928307;69,76;28,1;24,27;38,96;69,81
"Santa Rita de Cássia";"BA";2928406;70,93;24,6;21,04;46,85;70,63
"Santa Teresinha";"BA";2928505;73,24;18,5;25,36;45,32;69,49
"Santo Amaro";"BA";2928604;71,29;23,6;12,66;28,8;56,47
"Santo Antônio de Jesus";"BA";2928703;73,92;16,9;12,35;17,91;40,9
"Santo Estêvão";"BA";2928802;73,47;18;21,48;32,34;58,78
"São Desidério";"BA";2928901;69,52;28,9;25,55;40,12;62,67
"São Domingos";"BA";2928950;70,39;26,2;22,14;27,18;53,12
"São Félix";"BA";2929008;71,11;24,1;15,01;30,6;61,49
"São Félix do Coribe";"BA";2929057;72,03;21,6;16,83;28,94;55,1
"São Felipe";"BA";2929107;72,21;21,1;22,64;38,65;66,82
"São Francisco do Conde";"BA";2929206;73,71;17,4;10,1;18,84;47,42
"São Gabriel";"BA";2929255;67,21;36,7;19,56;44,5;68,69
"São Gonçalo dos Campos";"BA";2929305;70,14;27;15,03;23,86;53,96
"São José da Vitória";"BA";2929354;66,16;40,7;28,1;38,68;69,89
"São José do Jacuípe";"BA";2929370;68,54;32,1;28,56;39,89;67,1
"São Miguel das Matas";"BA";2929404;71,98;21,7;24,61;43,78;62,66
"São Sebastião do Passé";"BA";2929503;73,69;17,4;13,74;25,77;51,05
"Sapeaçu";"BA";2929602;69,07;30,3;15,88;36,8;63,18
"Sátiro Dias";"BA";2929701;69,17;30;30,37;52,46;75,26
"Saubara";"BA";2929750;69,29;29,6;14,62;39,83;68,82
"Saúde";"BA";2929800;66,12;40,8;21,74;48,93;70,53
"Seabra";"BA";2929909;70,63;25,5;16,1;39,46;63,65
"Sebastião Laranjeiras";"BA";2930006;71,61;22,7;24,78;35,31;60,75
"Senhor do Bonfim";"BA";2930105;71,36;23,4;16,31;30,31;53,84
"Serra do Ramalho";"BA";2930154;71,51;23;24,77;48,82;72,68
"Sento Sé";"BA";2930204;71,68;22,5;24,54;49,51;74,1
"Serra Dourada";"BA";2930303;71,48;23,1;23,85;44,65;71,27
"Serra Preta";"BA";2930402;68,93;30,8;27,72;42,08;66,64
"Serrinha";"BA";2930501;71,66;22,6;17,01;31,96;58,19
"Serrolândia";"BA";2930600;68,23;33,1;22,61;38,82;65,86
"Simões Filho";"BA";2930709;73,75;17,3;7,9;21,82;47,75
"Sítio do Mato";"BA";2930758;71,46;23,1;20,89;67,91;86,2
"Sítio do Quinto";"BA";2930766;66,69;38,6;37,98;47,71;68,75
"Sobradinho";"BA";2930774;69,89;27,7;18,35;27,53;57,88
"Souto Soares";"BA";2930808;69,03;30,5;20,74;47,75;70,62
"Tabocas do Brejo Velho";"BA";2930907;70,82;25;29,51;49,53;72,25
"Tanhaçu";"BA";2931004;71,29;23,6;25,92;41,94;65,57
"Tanque Novo";"BA";2931053;71,67;22,6;27,81;43,81;65,82
"Tanquinho";"BA";2931103;71,1;24,2;19,58;36,45;63,72
"Taperoá";"BA";2931202;70,22;26,7;27,21;44,53;70,46
"Tapiramutá";"BA";2931301;70,14;27;23,61;44,55;70,88
"Teixeira de Freitas";"BA";2931350;73;21,21;14,65;15,92;39,46
"Teodoro Sampaio";"BA";2931400;71,41;23,3;22,95;39,63;71,31
"Teofilândia";"BA";2931509;69,22;29,8;24,94;41,56;62,59
"Teolândia";"BA";2931608;70,38;26,3;30,8;44,84;70,94
"Terra Nova";"BA";2931707;67,02;37,4;13,08;27,59;59,43
"Tremedal";"BA";2931806;69,94;27,6;30,61;42,9;65,98
"Tucano";"BA";2931905;67,69;35;29,39;47,22;70,74
"Uauá";"BA";2932002;69,84;27,9;23,51;47,54;70,6
"Ubaíra";"BA";2932101;70,54;25,8;29,91;43,77;67,69
"Ubaitaba";"BA";2932200;71,04;24,3;21,32;35,38;62,63
"Ubatã";"BA";2932309;72,29;20,9;26,77;40,02;65,25
"Uibaí";"BA";2932408;70,46;26;16,56;38,28;66,15
"Umburanas";"BA";2932457;67,31;36,4;25,36;59,73;84,79
"Una";"BA";2932507;67,61;35,3;25,35;34,41;65,21
"Urandi";"BA";2932606;70,95;24,6;23,24;30,41;58,16
"Uruçuca";"BA";2932705;70,45;26;21,91;25,88;57,11
"Utinga";"BA";2932804;67,38;36,1;20,97;43;68,35
"Valença";"BA";2932903;71,65;22,6;19,2;30,24;57,58
"Valente";"BA";2933000;68,75;31,4;16,14;21,48;51,68
"Várzea da Roça";"BA";2933059;71,5;23;28,9;46,33;70,5
"Várzea do Poço";"BA";2933109;67,43;35,9;23,7;40,24;58,64
"Várzea Nova";"BA";2933158;66,12;40,8;23,57;45,93;69,23
"Varzedo";"BA";2933174;70,18;26,8;26,23;38,23;59,9
"Vera Cruz";"BA";2933208;74,02;16,7;10,76;30,59;56,76
"Vereda";"BA";2933257;71,6;22,8;30,7;34,32;64,97
"Vitória da Conquista";"BA";2933307;72,3;21,24;13,31;18,07;41,16
"Wagner";"BA";2933406;69,2;29,9;21,58;39,77;64,59
"Wanderley";"BA";2933455;70,82;25;24,77;47,09;70,42
"Wenceslau Guimarães";"BA";2933505;70,11;27,1;30,47;37,03;63,45
"Xique-Xique";"BA";2933604;69,48;29;22,21;44,21;70,29
